"","gender_partner","gender_rater","age_rater","age_partner","attractive_partner","intelligence_partner","like_partner","age_diff","partner_older","matched","exp_num_match"
"6959","M","F",30,29,4,4,1,-1,FALSE,FALSE,2
"6960","M","F",30,28,7,7,7,-2,FALSE,TRUE,2
"6961","M","F",30,29,4,6,3,-1,FALSE,FALSE,2
"6962","M","F",30,29,8,7,7,-1,FALSE,FALSE,2
"6963","M","F",30,30,6,7,3,0,FALSE,FALSE,2
"6964","M","F",30,20,6,6,5,-10,FALSE,FALSE,2
"6965","M","F",30,30,6,8,4,0,FALSE,FALSE,2
"6966","M","F",30,32,5,5,2,2,TRUE,FALSE,2
"6967","M","F",25,23,8,7,8,-2,FALSE,FALSE,12
"6968","M","F",25,30,5,7,8,5,TRUE,TRUE,12
"6969","M","F",25,28,3,6,5,3,TRUE,FALSE,12
"6970","M","F",25,31,2,10,5,6,TRUE,FALSE,12
"6971","M","F",25,29,2,5,2,4,TRUE,FALSE,12
"6972","M","F",25,32,3,6,6,7,TRUE,FALSE,12
"6973","M","F",25,24,1,7,5,-1,FALSE,FALSE,12
"6974","M","F",25,29,2,3,2,4,TRUE,FALSE,12
"6975","M","F",25,28,7,5,5,3,TRUE,FALSE,12
"6976","M","F",25,29,2,4,5,4,TRUE,FALSE,12
"6977","M","F",25,29,5,9,7,4,TRUE,FALSE,12
"6978","M","F",25,30,10,10,10,5,TRUE,TRUE,12
"6979","M","F",25,20,6,8,7,-5,FALSE,FALSE,12
"6980","M","F",25,30,7,8,7,5,TRUE,FALSE,12
"6981","M","F",25,32,3,6,8,7,TRUE,FALSE,12
"6982","M","F",34,23,10,8,8,-11,FALSE,FALSE,3
"6983","M","F",34,30,10,8,10,-4,FALSE,FALSE,3
"6984","M","F",34,28,10,8,7,-6,FALSE,FALSE,3
"6985","M","F",34,31,8,10,8,-3,FALSE,TRUE,3
"6986","M","F",34,29,8,9,7,-5,FALSE,FALSE,3
"6987","M","F",34,32,8,9,7,-2,FALSE,FALSE,3
"6988","M","F",34,24,8,10,7,-10,FALSE,FALSE,3
"6989","M","F",34,29,8,8,8,-5,FALSE,FALSE,3
"6990","M","F",34,28,9,9,9,-6,FALSE,FALSE,3
"6991","M","F",34,29,8,10,8,-5,FALSE,FALSE,3
"6992","M","F",34,29,9,9,8,-5,FALSE,FALSE,3
"6993","M","F",34,30,8,10,9,-4,FALSE,FALSE,3
"6994","M","F",34,20,7,8,8,-14,FALSE,FALSE,3
"6995","M","F",34,30,10,10,10,-4,FALSE,FALSE,3
"6996","M","F",34,32,8,10,8,-2,FALSE,FALSE,3
"6997","M","F",30,23,8,8,6,-7,FALSE,FALSE,6
"6998","M","F",30,30,7,8,7,0,FALSE,FALSE,6
"6999","M","F",30,28,9,9,9,-2,FALSE,FALSE,6
"7000","M","F",30,31,4,9,5,1,TRUE,FALSE,6
"7001","M","F",30,29,4,8,6,-1,FALSE,FALSE,6
"7002","M","F",30,32,7,9,7,2,TRUE,TRUE,6
"7003","M","F",30,24,4,9,7,-6,FALSE,FALSE,6
"7004","M","F",30,29,5,9,6,-1,FALSE,FALSE,6
"7005","M","F",30,28,10,9,9,-2,FALSE,TRUE,6
"7006","M","F",30,29,4,9,5,-1,FALSE,FALSE,6
"7008","M","F",30,30,8,7,7,0,FALSE,TRUE,6
"7009","M","F",30,20,9,8,8,-10,FALSE,FALSE,6
"7010","M","F",30,30,9,9,9,0,FALSE,TRUE,6
"7011","M","F",30,32,9,8,8,2,TRUE,FALSE,6
"7027","M","F",25,23,7,5,4,-2,FALSE,FALSE,2
"7028","M","F",25,30,6,7,6,5,TRUE,FALSE,2
"7029","M","F",25,28,4,4,5,3,TRUE,FALSE,2
"7030","M","F",25,31,4,9,8,6,TRUE,TRUE,2
"7031","M","F",25,29,7,8,8,4,TRUE,TRUE,2
"7032","M","F",25,32,8,8,5,7,TRUE,FALSE,2
"7033","M","F",25,24,4,9,3,-1,FALSE,FALSE,2
"7034","M","F",25,29,6,6,4,4,TRUE,FALSE,2
"7035","M","F",25,28,7,6,5,3,TRUE,FALSE,2
"7037","M","F",25,29,9,7,6,4,TRUE,FALSE,2
"7038","M","F",25,30,8,7,7,5,TRUE,FALSE,2
"7040","M","F",25,30,5,6,4,5,TRUE,FALSE,2
"7041","M","F",25,32,4,5,3,7,TRUE,FALSE,2
"7042","M","F",27,23,6,6,6,-4,FALSE,FALSE,3
"7043","M","F",27,30,6,7,6,3,TRUE,FALSE,3
"7044","M","F",27,28,7,7,6,1,TRUE,FALSE,3
"7045","M","F",27,31,6,8,6,4,TRUE,FALSE,3
"7046","M","F",27,29,5,6,5,2,TRUE,FALSE,3
"7047","M","F",27,32,6,8,6,5,TRUE,FALSE,3
"7048","M","F",27,24,6,8,6,-3,FALSE,FALSE,3
"7049","M","F",27,29,6,8,6,2,TRUE,FALSE,3
"7050","M","F",27,28,7,8,7,1,TRUE,FALSE,3
"7051","M","F",27,29,6,8,7,2,TRUE,FALSE,3
"7052","M","F",27,29,9,8,7,2,TRUE,FALSE,3
"7053","M","F",27,30,8,8,8,3,TRUE,FALSE,3
"7054","M","F",27,20,8,6,7,-7,FALSE,FALSE,3
"7055","M","F",27,30,7,7,6,3,TRUE,FALSE,3
"7056","M","F",27,32,6,8,6,5,TRUE,FALSE,3
"7072","M","F",27,23,6,6,6,-4,FALSE,FALSE,1.5
"7073","M","F",27,30,5,8,7,3,TRUE,FALSE,1.5
"7074","M","F",27,28,3,7,3,1,TRUE,FALSE,1.5
"7075","M","F",27,31,2,8,3,4,TRUE,FALSE,1.5
"7076","M","F",27,29,1,4,2,2,TRUE,FALSE,1.5
"7077","M","F",27,32,3,9,5,5,TRUE,FALSE,1.5
"7078","M","F",27,24,2,8,4,-3,FALSE,FALSE,1.5
"7079","M","F",27,29,4,8,3,2,TRUE,FALSE,1.5
"7080","M","F",27,28,5,8,6,1,TRUE,FALSE,1.5
"7081","M","F",27,29,2,7,2,2,TRUE,FALSE,1.5
"7082","M","F",27,29,7,8,7,2,TRUE,FALSE,1.5
"7083","M","F",27,30,4,8,5,3,TRUE,FALSE,1.5
"7084","M","F",27,20,7,7,6,-7,FALSE,FALSE,1.5
"7085","M","F",27,30,3,7,5,3,TRUE,FALSE,1.5
"7086","M","F",27,32,2,5,2,5,TRUE,FALSE,1.5
"7087","M","F",26,23,5,5,6,-3,FALSE,FALSE,6
"7092","M","F",26,32,4,9,6,6,TRUE,FALSE,6
"7093","M","F",26,24,2,5,4,-2,FALSE,FALSE,6
"7094","M","F",26,29,7,9,7,3,TRUE,TRUE,6
"7095","M","F",26,28,9,8,8,2,TRUE,TRUE,6
"7096","M","F",26,29,3,6,6,3,TRUE,FALSE,6
"7102","F","M",23,24,5,7,6,1,TRUE,FALSE,4
"7103","F","M",23,24,8,7,8,1,TRUE,TRUE,4
"7104","F","M",23,25,7,8,8,2,TRUE,FALSE,4
"7105","F","M",23,25,6,7,6,2,TRUE,FALSE,4
"7106","F","M",23,29,7,8,4,6,TRUE,FALSE,4
"7107","F","M",23,30,3,7,2,7,TRUE,FALSE,4
"7108","F","M",23,25,5,8,7,2,TRUE,FALSE,4
"7109","F","M",23,34,3,8,5,11,TRUE,FALSE,4
"7110","F","M",23,30,7,7,8,7,TRUE,FALSE,4
"7111","F","M",23,27,5,7,7,4,TRUE,FALSE,4
"7112","F","M",23,25,5,5,3,2,TRUE,FALSE,4
"7113","F","M",23,27,6,8,5,4,TRUE,FALSE,4
"7114","F","M",23,26,6,7,8,3,TRUE,FALSE,4
"7115","F","M",23,27,8,7,7,4,TRUE,FALSE,4
"7116","F","M",23,26,7,6,7,3,TRUE,FALSE,4
"7117","F","M",30,24,7,7,6,-6,FALSE,FALSE,3
"7118","F","M",30,24,8,6,7,-6,FALSE,TRUE,3
"7119","F","M",30,25,9,7,8,-5,FALSE,TRUE,3
"7120","F","M",30,25,8,6,6,-5,FALSE,FALSE,3
"7121","F","M",30,29,8,8,6,-1,FALSE,TRUE,3
"7122","F","M",30,30,5,7,5,0,FALSE,FALSE,3
"7123","F","M",30,25,8,6,6,-5,FALSE,TRUE,3
"7124","F","M",30,34,5,6,5,4,TRUE,FALSE,3
"7125","F","M",30,30,7,8,6,0,FALSE,FALSE,3
"7126","F","M",30,27,5,7,6,-3,FALSE,FALSE,3
"7127","F","M",30,25,6,7,6,-5,FALSE,FALSE,3
"7128","F","M",30,27,5,8,6,-3,FALSE,FALSE,3
"7129","F","M",30,26,5,7,5,-4,FALSE,FALSE,3
"7130","F","M",30,27,6,7,6,-3,FALSE,FALSE,3
"7132","F","M",28,24,7,9,7,-4,FALSE,FALSE,3
"7133","F","M",28,24,7,9,8,-4,FALSE,FALSE,3
"7134","F","M",28,25,10,10,9,-3,FALSE,FALSE,3
"7135","F","M",28,25,9,10,9,-3,FALSE,FALSE,3
"7136","F","M",28,29,10,10,9,1,TRUE,FALSE,3
"7137","F","M",28,30,7,10,8,2,TRUE,FALSE,3
"7138","F","M",28,25,8,10,7,-3,FALSE,FALSE,3
"7139","F","M",28,34,6,9,7,6,TRUE,FALSE,3
"7140","F","M",28,30,8,10,8,2,TRUE,FALSE,3
"7141","F","M",28,27,7,8,6,-1,FALSE,FALSE,3
"7142","F","M",28,25,8,8,6,-3,FALSE,FALSE,3
"7143","F","M",28,27,9,10,7,-1,FALSE,FALSE,3
"7144","F","M",28,26,9,10,9,-2,FALSE,FALSE,3
"7145","F","M",28,27,9,10,8,-1,FALSE,FALSE,3
"7146","F","M",28,26,9,9,8,-2,FALSE,FALSE,3
"7147","F","M",31,24,10,10,8,-7,FALSE,FALSE,1
"7148","F","M",31,24,9,8,7,-7,FALSE,FALSE,1
"7149","F","M",31,25,9,9,7,-6,FALSE,FALSE,1
"7150","F","M",31,25,9,9,7,-6,FALSE,FALSE,1
"7151","F","M",31,29,9,10,7,-2,FALSE,FALSE,1
"7152","F","M",31,30,8,10,7,-1,FALSE,FALSE,1
"7153","F","M",31,25,7,9,7,-6,FALSE,FALSE,1
"7154","F","M",31,34,7,8,6,3,TRUE,TRUE,1
"7155","F","M",31,30,9,9,7,-1,FALSE,FALSE,1
"7156","F","M",31,27,8,7,5,-4,FALSE,FALSE,1
"7157","F","M",31,25,9,7,8,-6,FALSE,TRUE,1
"7158","F","M",31,27,7,9,8,-4,FALSE,FALSE,1
"7159","F","M",31,26,10,10,9,-5,FALSE,FALSE,1
"7160","F","M",31,27,8,8,7,-4,FALSE,FALSE,1
"7161","F","M",31,26,10,10,6,-5,FALSE,FALSE,1
"7162","F","M",29,24,9,10,9,-5,FALSE,FALSE,8
"7163","F","M",29,24,9,10,9,-5,FALSE,FALSE,8
"7164","F","M",29,25,10,10,10,-4,FALSE,FALSE,8
"7165","F","M",29,25,9,10,8,-4,FALSE,TRUE,8
"7166","F","M",29,29,10,10,10,0,FALSE,FALSE,8
"7167","F","M",29,30,10,10,9,1,TRUE,FALSE,8
"7168","F","M",29,25,10,9,9,-4,FALSE,FALSE,8
"7169","F","M",29,34,9,10,8,5,TRUE,FALSE,8
"7170","F","M",29,30,10,10,10,1,TRUE,FALSE,8
"7171","F","M",29,27,9,10,9,-2,FALSE,FALSE,8
"7172","F","M",29,25,10,10,10,-4,FALSE,TRUE,8
"7173","F","M",29,27,10,10,9,-2,FALSE,FALSE,8
"7174","F","M",29,26,10,9,9,-3,FALSE,FALSE,8
"7175","F","M",29,27,9,10,9,-2,FALSE,FALSE,8
"7176","F","M",29,26,10,10,10,-3,FALSE,FALSE,8
"7177","F","M",32,24,7,7,7,-8,FALSE,FALSE,1
"7178","F","M",32,24,9,7,5,-8,FALSE,FALSE,1
"7180","F","M",32,25,8,6,6,-7,FALSE,FALSE,1
"7182","F","M",32,30,6,8,6,-2,FALSE,FALSE,1
"7183","F","M",32,25,4,7,4,-7,FALSE,FALSE,1
"7184","F","M",32,34,5,6,3,2,TRUE,FALSE,1
"7185","F","M",32,30,9,6,7,-2,FALSE,TRUE,1
"7186","F","M",32,27,5,6,7,-5,FALSE,FALSE,1
"7187","F","M",32,25,8,7,7,-7,FALSE,FALSE,1
"7188","F","M",32,27,4,7,6,-5,FALSE,FALSE,1
"7189","F","M",32,26,8,8,9,-6,FALSE,FALSE,1
"7190","F","M",32,27,9,8,7,-5,FALSE,FALSE,1
"7191","F","M",32,26,6,9,7,-6,FALSE,FALSE,1
"7192","F","M",24,24,7,8,7,0,FALSE,FALSE,2
"7193","F","M",24,24,8,5,6,0,FALSE,FALSE,2
"7194","F","M",24,25,4,8,7,1,TRUE,FALSE,2
"7195","F","M",24,25,7,7,6,1,TRUE,FALSE,2
"7196","F","M",24,29,7,7,5,5,TRUE,FALSE,2
"7197","F","M",24,30,5,6,5,6,TRUE,FALSE,2
"7198","F","M",24,25,7,7,5,1,TRUE,FALSE,2
"7199","F","M",24,34,5,6,5,10,TRUE,FALSE,2
"7200","F","M",24,30,7,7,8,6,TRUE,FALSE,2
"7201","F","M",24,27,6,8,6,3,TRUE,FALSE,2
"7202","F","M",24,25,7,5,3,1,TRUE,FALSE,2
"7203","F","M",24,27,5,8,7,3,TRUE,FALSE,2
"7204","F","M",24,26,6,8,7,2,TRUE,FALSE,2
"7205","F","M",24,27,8,7,7,3,TRUE,FALSE,2
"7206","F","M",24,26,5,5,4,2,TRUE,FALSE,2
"7207","F","M",29,24,8,8,8,-5,FALSE,FALSE,4
"7208","F","M",29,24,8,8,8,-5,FALSE,FALSE,4
"7209","F","M",29,25,10,8,8,-4,FALSE,FALSE,4
"7210","F","M",29,25,5,8,5,-4,FALSE,FALSE,4
"7211","F","M",29,29,8,8,8,0,FALSE,TRUE,4
"7212","F","M",29,30,5,5,5,1,TRUE,FALSE,4
"7213","F","M",29,25,8,8,8,-4,FALSE,FALSE,4
"7214","F","M",29,34,5,5,5,5,TRUE,FALSE,4
"7215","F","M",29,30,9,9,9,1,TRUE,FALSE,4
"7216","F","M",29,27,10,10,10,-2,FALSE,FALSE,4
"7218","F","M",29,27,5,5,9,-2,FALSE,FALSE,4
"7219","F","M",29,26,10,10,10,-3,FALSE,FALSE,4
"7220","F","M",29,27,10,10,10,-2,FALSE,FALSE,4
"7221","F","M",29,26,10,10,10,-3,FALSE,TRUE,4
"7237","F","M",29,24,7,8,7,-5,FALSE,FALSE,3
"7238","F","M",29,24,9,8,7,-5,FALSE,TRUE,3
"7239","F","M",29,25,8,7,7,-4,FALSE,FALSE,3
"7240","F","M",29,25,7,8,6,-4,FALSE,FALSE,3
"7241","F","M",29,29,9,9,8,0,FALSE,FALSE,3
"7242","F","M",29,30,9,8,6,1,TRUE,FALSE,3
"7243","F","M",29,25,8,8,8,-4,FALSE,FALSE,3
"7244","F","M",29,34,7,8,5,5,TRUE,FALSE,3
"7245","F","M",29,30,8,8,7,1,TRUE,FALSE,3
"7246","F","M",29,27,10,7,9,-2,FALSE,FALSE,3
"7247","F","M",29,25,9,8,8,-4,FALSE,FALSE,3
"7248","F","M",29,27,10,9,7,-2,FALSE,FALSE,3
"7249","F","M",29,26,10,8,9,-3,FALSE,FALSE,3
"7250","F","M",29,27,8,6,5,-2,FALSE,FALSE,3
"7251","F","M",29,26,9,9,9,-3,FALSE,FALSE,3
"7252","F","M",29,24,7,7,5,-5,FALSE,FALSE,2.5
"7253","F","M",29,24,7,8,5,-5,FALSE,TRUE,2.5
"7254","F","M",29,25,6,8,5,-4,FALSE,FALSE,2.5
"7255","F","M",29,25,8,6,7,-4,FALSE,TRUE,2.5
"7256","F","M",29,29,8,7,7,0,FALSE,TRUE,2.5
"7257","F","M",29,30,7,7,6,1,TRUE,FALSE,2.5
"7258","F","M",29,25,6,7,5,-4,FALSE,FALSE,2.5
"7259","F","M",29,34,6,6,5,5,TRUE,FALSE,2.5
"7260","F","M",29,30,7,7,6,1,TRUE,FALSE,2.5
"7261","F","M",29,27,5,5,5,-2,FALSE,FALSE,2.5
"7262","F","M",29,25,5,6,5,-4,FALSE,FALSE,2.5
"7263","F","M",29,27,5,5,7,-2,FALSE,FALSE,2.5
"7264","F","M",29,26,7,8,5,-3,FALSE,TRUE,2.5
"7265","F","M",29,27,6,7,5,-2,FALSE,FALSE,2.5
"7266","F","M",29,26,6,6,5,-3,FALSE,FALSE,2.5
"7267","F","M",30,24,10,10,10,-6,FALSE,FALSE,3
"7268","F","M",30,24,10,10,2,-6,FALSE,TRUE,3
"7269","F","M",30,25,10,10,10,-5,FALSE,TRUE,3
"7270","F","M",30,25,10,10,10,-5,FALSE,TRUE,3
"7271","F","M",30,29,10,10,10,-1,FALSE,FALSE,3
"7272","F","M",30,30,2,7,10,0,FALSE,FALSE,3
"7273","F","M",30,25,8,10,8,-5,FALSE,TRUE,3
"7274","F","M",30,34,8,10,8,4,TRUE,FALSE,3
"7275","F","M",30,30,10,10,10,0,FALSE,TRUE,3
"7276","F","M",30,27,10,10,3,-3,FALSE,TRUE,3
"7277","F","M",30,25,7,10,10,-5,FALSE,FALSE,3
"7278","F","M",30,27,5,10,8,-3,FALSE,FALSE,3
"7279","F","M",30,26,10,7,7,-4,FALSE,FALSE,3
"7280","F","M",30,27,7,10,7,-3,FALSE,FALSE,3
"7281","F","M",30,26,10,10,1,-4,FALSE,TRUE,3
"7282","F","M",20,24,8,9,5,4,TRUE,FALSE,1
"7283","F","M",20,24,9,9,6,4,TRUE,FALSE,1
"7284","F","M",20,25,9,10,9,5,TRUE,FALSE,1
"7285","F","M",20,25,9,9,9,5,TRUE,TRUE,1
"7286","F","M",20,29,6,9,4,9,TRUE,FALSE,1
"7287","F","M",20,30,7,10,4,10,TRUE,FALSE,1
"7288","F","M",20,25,7,10,4,5,TRUE,FALSE,1
"7289","F","M",20,34,5,10,7,14,TRUE,FALSE,1
"7290","F","M",20,30,6,10,9,10,TRUE,FALSE,1
"7291","F","M",20,27,7,10,9,7,TRUE,FALSE,1
"7292","F","M",20,25,7,10,8,5,TRUE,FALSE,1
"7293","F","M",20,27,6,10,7,7,TRUE,FALSE,1
"7294","F","M",20,26,8,10,9,6,TRUE,FALSE,1
"7295","F","M",20,27,7,10,8,7,TRUE,FALSE,1
"7296","F","M",20,26,7,9,8,6,TRUE,FALSE,1
"7312","F","M",32,24,7,6,7,-8,FALSE,FALSE,4
"7313","F","M",32,24,8,6,7,-8,FALSE,TRUE,4
"7314","F","M",32,25,7,7,6,-7,FALSE,FALSE,4
"7315","F","M",32,25,7,6,7,-7,FALSE,FALSE,4
"7316","F","M",32,29,6,7,6,-3,FALSE,TRUE,4
"7317","F","M",32,30,7,7,6,-2,FALSE,FALSE,4
"7318","F","M",32,25,7,6,6,-7,FALSE,FALSE,4
"7319","F","M",32,34,5,7,5,2,TRUE,FALSE,4
"7320","F","M",32,30,7,7,8,-2,FALSE,FALSE,4
"7321","F","M",32,27,7,7,6,-5,FALSE,FALSE,4
"7322","F","M",32,25,7,7,6,-7,FALSE,FALSE,4
"7323","F","M",32,27,7,6,6,-5,FALSE,FALSE,4
"7324","F","M",32,26,6,6,6,-6,FALSE,FALSE,4
"7325","F","M",32,27,7,7,6,-5,FALSE,FALSE,4
"7326","F","M",32,26,6,6,5,-6,FALSE,FALSE,4
"7327","M","F",23,26,4,7,5,3,TRUE,FALSE,3
"7328","M","F",23,25,2,8,5,2,TRUE,FALSE,3
"7329","M","F",23,23,6,8,6,0,FALSE,FALSE,3
"7330","M","F",23,27,7,8,6,4,TRUE,TRUE,3
"7331","M","F",23,24,5,8,5,1,TRUE,FALSE,3
"7332","M","F",23,24,6,8,7,1,TRUE,FALSE,3
"7333","M","F",23,36,5,7,3,13,TRUE,FALSE,3
"7334","M","F",24,26,6,8,8,2,TRUE,FALSE,0
"7335","M","F",24,25,3,4,4,1,TRUE,FALSE,0
"7336","M","F",24,23,8,7,7,-1,FALSE,FALSE,0
"7337","M","F",24,27,6,7,5,3,TRUE,FALSE,0
"7338","M","F",24,24,4,6,6,0,FALSE,FALSE,0
"7339","M","F",24,24,6,7,7,0,FALSE,FALSE,0
"7340","M","F",24,36,7,5,6,12,TRUE,FALSE,0
"7341","M","F",25,26,2,3,6,1,TRUE,FALSE,0
"7342","M","F",25,25,1,10,3,0,FALSE,FALSE,0
"7343","M","F",25,23,8,9,5,-2,FALSE,FALSE,0
"7344","M","F",25,27,8,9,5,2,TRUE,FALSE,0
"7345","M","F",25,24,5,10,3,-1,FALSE,FALSE,0
"7346","M","F",25,24,3,9,7,-1,FALSE,FALSE,0
"7347","M","F",25,36,3,7,1,11,TRUE,FALSE,0
"7348","M","F",26,26,1,9,7,0,FALSE,FALSE,2
"7349","M","F",26,25,1,10,7,-1,FALSE,FALSE,2
"7350","M","F",26,23,5,9,6,-3,FALSE,TRUE,2
"7351","M","F",26,27,5,4,5,1,TRUE,FALSE,2
"7352","M","F",26,24,1,8,1,-2,FALSE,FALSE,2
"7353","M","F",26,24,6,9,7,-2,FALSE,FALSE,2
"7354","M","F",26,36,6,10,7,10,TRUE,TRUE,2
"7355","M","F",25,26,4,6,5,1,TRUE,FALSE,1
"7356","M","F",25,25,2,7,4,0,FALSE,FALSE,1
"7357","M","F",25,23,4,5,4,-2,FALSE,FALSE,1
"7358","M","F",25,27,6,8,5,2,TRUE,FALSE,1
"7359","M","F",25,24,5,8,6,-1,FALSE,FALSE,1
"7360","M","F",25,24,8,8,6,-1,FALSE,TRUE,1
"7361","M","F",25,36,7,5,4,11,TRUE,FALSE,1
"7362","M","F",26,26,6,7,6,0,FALSE,FALSE,1
"7363","M","F",26,25,5,8,6,-1,FALSE,FALSE,1
"7364","M","F",26,23,8,7,9,-3,FALSE,TRUE,1
"7365","M","F",26,27,7,8,6,1,TRUE,FALSE,1
"7366","M","F",26,24,8,7,5,-2,FALSE,FALSE,1
"7367","M","F",26,24,7,6,8,-2,FALSE,FALSE,1
"7368","M","F",26,36,7,7,7,10,TRUE,FALSE,1
"7369","F","M",26,23,8,8,7,-3,FALSE,FALSE,6
"7370","F","M",26,24,9,8,9,-2,FALSE,FALSE,6
"7371","F","M",26,25,8,8,9,-1,FALSE,FALSE,6
"7372","F","M",26,26,7,9,7,0,FALSE,FALSE,6
"7373","F","M",26,25,5,7,6,-1,FALSE,FALSE,6
"7374","F","M",26,26,9,9,8,0,FALSE,FALSE,6
"7375","F","M",25,23,8,10,9,-2,FALSE,FALSE,1.5
"7376","F","M",25,24,5,6,5,-1,FALSE,FALSE,1.5
"7377","F","M",25,25,7,8,8,0,FALSE,FALSE,1.5
"7378","F","M",25,26,7,8,8,1,TRUE,FALSE,1.5
"7379","F","M",25,25,7,7,8,0,FALSE,FALSE,1.5
"7380","F","M",25,26,6,5,7,1,TRUE,FALSE,1.5
"7381","F","M",23,23,8,10,8,0,FALSE,FALSE,3
"7382","F","M",23,24,7,7,6,1,TRUE,FALSE,3
"7383","F","M",23,25,6,6,5,2,TRUE,FALSE,3
"7384","F","M",23,26,5,7,6,3,TRUE,TRUE,3
"7385","F","M",23,25,6,6,4,2,TRUE,FALSE,3
"7386","F","M",23,26,6,6,5,3,TRUE,TRUE,3
"7387","F","M",27,23,8,8,8,-4,FALSE,TRUE,2
"7388","F","M",27,24,7,8,7,-3,FALSE,FALSE,2
"7389","F","M",27,25,8,9,8,-2,FALSE,FALSE,2
"7390","F","M",27,26,5,9,7,-1,FALSE,FALSE,2
"7391","F","M",27,25,5,9,7,-2,FALSE,FALSE,2
"7392","F","M",27,26,6,8,7,-1,FALSE,FALSE,2
"7393","F","M",24,23,6,7,5,-1,FALSE,FALSE,2
"7394","F","M",24,24,6,5,5,0,FALSE,FALSE,2
"7395","F","M",24,25,6,7,2,1,TRUE,FALSE,2
"7396","F","M",24,26,4,6,3,2,TRUE,FALSE,2
"7397","F","M",24,25,6,7,5,1,TRUE,FALSE,2
"7398","F","M",24,26,6,6,3,2,TRUE,FALSE,2
"7399","F","M",24,23,5,9,7,-1,FALSE,FALSE,0
"7400","F","M",24,24,4,9,6,0,FALSE,FALSE,0
"7401","F","M",24,25,7,9,7,1,TRUE,FALSE,0
"7402","F","M",24,26,6,9,8,2,TRUE,FALSE,0
"7403","F","M",24,25,7,9,8,1,TRUE,TRUE,0
"7404","F","M",24,26,7,8,7,2,TRUE,FALSE,0
"7405","F","M",36,23,6,6,7,-13,FALSE,FALSE,3
"7406","F","M",36,24,7,8,7,-12,FALSE,FALSE,3
"7407","F","M",36,25,6,8,7,-11,FALSE,FALSE,3
"7408","F","M",36,26,6,8,7,-10,FALSE,TRUE,3
"7409","F","M",36,25,5,9,7,-11,FALSE,FALSE,3
"7410","F","M",36,26,7,8,7,-10,FALSE,FALSE,3
"7411","M","F",28,25,2,6,3,-3,FALSE,FALSE,0
"7413","M","F",28,26,2,2,0,-2,FALSE,FALSE,0
"7414","M","F",28,24,8,7,5,-4,FALSE,FALSE,0
"7415","M","F",28,23,3,6,5,-5,FALSE,TRUE,0
"7416","M","F",28,29,5,5,5,1,TRUE,FALSE,0
"7417","M","F",28,22,5,5,6,-6,FALSE,TRUE,0
"7418","M","F",28,32,6,6,5,4,TRUE,TRUE,0
"7419","M","F",28,22,2,3,3,-6,FALSE,FALSE,0
"7420","M","F",28,24,5,7,5,-4,FALSE,FALSE,0
"7422","M","F",28,23,5,5,2,-5,FALSE,FALSE,0
"7424","M","F",28,23,3,6,5,-5,FALSE,FALSE,0
"7425","M","F",28,24,7,6,6,-4,FALSE,FALSE,0
"7426","M","F",28,30,7,6,7,2,TRUE,TRUE,0
"7427","M","F",28,30,5,7,5,2,TRUE,FALSE,0
"7428","M","F",28,30,8,8,5,2,TRUE,TRUE,0
"7429","M","F",28,28,5,5,5,0,FALSE,FALSE,0
"7430","M","F",28,30,6,6,5,2,TRUE,FALSE,0
"7431","M","F",28,27,5,6,4,-1,FALSE,FALSE,0
"7433","M","F",26,25,6,10,7,-1,FALSE,FALSE,5
"7434","M","F",26,26,2,6,3,0,FALSE,FALSE,5
"7435","M","F",26,26,9,8,9,0,FALSE,TRUE,5
"7436","M","F",26,24,6,9,5,-2,FALSE,FALSE,5
"7437","M","F",26,23,8,6,7,-3,FALSE,FALSE,5
"7438","M","F",26,29,9,9,8,3,TRUE,TRUE,5
"7440","M","F",26,32,7,8,8,6,TRUE,TRUE,5
"7441","M","F",26,22,7,7,5,-4,FALSE,FALSE,5
"7442","M","F",26,24,8,10,8,-2,FALSE,TRUE,5
"7443","M","F",26,23,6,8,5,-3,FALSE,FALSE,5
"7444","M","F",26,23,5,6,4,-3,FALSE,FALSE,5
"7445","M","F",26,24,7,7,5,-2,FALSE,FALSE,5
"7446","M","F",26,23,6,7,5,-3,FALSE,FALSE,5
"7448","M","F",26,30,10,8,8,4,TRUE,TRUE,5
"7449","M","F",26,30,6,6,4,4,TRUE,FALSE,5
"7450","M","F",26,30,8,7,6,4,TRUE,FALSE,5
"7451","M","F",26,28,9,10,8,2,TRUE,TRUE,5
"7452","M","F",26,30,2,4,3,4,TRUE,FALSE,5
"7453","M","F",26,27,6,5,4,1,TRUE,FALSE,5
"7454","M","F",26,25,10,9,9,-1,FALSE,TRUE,5
"7455","M","F",23,25,6,7,6,2,TRUE,FALSE,10
"7456","M","F",23,26,5,6,4,3,TRUE,FALSE,10
"7457","M","F",23,26,6,7,6,3,TRUE,FALSE,10
"7458","M","F",23,24,5,8,7,1,TRUE,TRUE,10
"7459","M","F",23,23,6,6,6,0,FALSE,TRUE,10
"7460","M","F",23,29,7,6,7,6,TRUE,FALSE,10
"7461","M","F",23,22,4,7,5,-1,FALSE,FALSE,10
"7462","M","F",23,32,4,5,4,9,TRUE,FALSE,10
"7463","M","F",23,22,3,4,3,-1,FALSE,FALSE,10
"7464","M","F",23,24,3,5,4,1,TRUE,FALSE,10
"7465","M","F",23,23,4,6,5,0,FALSE,FALSE,10
"7466","M","F",23,23,4,5,3,0,FALSE,TRUE,10
